School_Name,Location_Code,District,Latitude,Longitude,City,Zip,Grade_Low,Grade_High,Economic_Need_Index,School_Income_Estimate,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent Black / Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Rigorous_Instruction_Rating,Collaborative Teachers %,Collaborative_Teachers_Rating,Supportive Environment %,Supportive_Environment_Rating,Effective School Leadership %,Effective_School_Leadership_Rating,Strong Family-Community Ties %,Strong_Family-Community_Ties_Rating,Trust %,Trust_Rating,Student_Achievement_Rating,Average_ELA_Proficiency,Average_Math_Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
P.S. 291,10X291,10,40.85916,-73.90973,BRONX,10453,0K,4,0.923,24753.36,0.24,0,0.11,0.88,0.99,0,0.91,0.3,0.97,Meeting Target,0.96,Meeting Target,0.97,Exceeding Target,0.93,Exceeding Target,0.86,Meeting Target,0.98,Exceeding Target,Exceeding Target,2.4,2.67,109,5,0,1,4,0,0,0,0,0,112,15,0,2,13,0,0,0,1,0,109,17,0,0,14,0,0,0,1,17,113,21,0,0,18,0,0,0,2,21,98,4,0,0,3,0,0,0,0,4,102,8,0,0,7,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 306,10X306,10,40.85135,-73.91071,BRONX,10453,0K,5,0.91,23044.61,0.17,0.01,0.28,0.7,0.98,0.01,0.92,0.27,0.86,Approaching Target,0.76,Approaching Target,0.88,Meeting Target,0.69,Approaching Target,0.84,Approaching Target,0.85,Meeting Target,Meeting Target,2.19,2.3,138,3,0,1,2,0,0,0,0,3,141,3,0,0,3,0,0,0,2,3,124,5,0,0,3,0,0,0,0,1,131,6,0,0,3,0,0,0,0,4,107,3,0,0,2,0,0,0,0,2,111,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,10X307,10,40.86915,-73.90184,BRONX,10468,PK,5,0.836,35736.86,0.25,0.08,0.08,0.82,0.91,0.01,0.95,0.16,0.91,Meeting Target,0.93,Meeting Target,0.9,Meeting Target,0.85,Meeting Target,0.84,Approaching Target,0.96,Exceeding Target,Approaching Target,2.27,2.43,55,0,0,0,0,0,0,0,0,0,55,1,0,0,1,0,0,0,0,1,56,4,0,1,3,0,0,0,0,4,58,6,0,0,4,0,0,0,0,4,54,1,0,0,1,0,0,0,0,0,54,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRONX DANCE ACADEMY SCHOOL,10X308,10,40.88533,-73.87806,BRONX,10467,6,8,0.824,NA,0.06,0.02,0.21,0.77,0.97,0.01,0.94,0.18,0.89,Meeting Target,0.86,Meeting Target,0.86,Meeting Target,0.74,Approaching Target,0.73,Approaching Target,0.86,Meeting Target,Meeting Target,2.52,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,1,0,0,0,0,1,79,6,0,2,4,0,0,0,0,4,94,5,0,0,4,0,0,0,0,5,94,1,0,0,1,0,0,0,0,1,85,7,0,0,6,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0
P.S. 310 MARBLE HILL,10X310,10,40.87248,-73.9053,BRONX,10463,PK,5,0.874,36529.19,0.15,0.01,0.09,0.85,0.95,0.03,0.93,0.21,0.93,Meeting Target,0.84,Exceeding Target,0.92,Meeting Target,0.74,Approaching Target,0.82,Approaching Target,0.86,Approaching Target,Meeting Target,2.23,2.56,109,4,0,0,3,0,0,0,0,0,115,12,0,0,12,0,0,0,1,0,104,4,0,0,2,0,0,0,0,4,108,8,0,1,5,0,0,0,1,8,115,1,0,0,1,0,0,0,0,0,118,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 315 LAB SCHOOL,10X315,10,40.85797,-73.90376,BRONX,10453,0K,8,0.868,26738.54,0.16,0.01,0.16,0.82,0.98,0.01,0.94,0.19,0.95,Exceeding Target,0.93,Exceeding Target,0.8,Meeting Target,0.9,Exceeding Target,0.87,Meeting Target,0.89,Meeting Target,Exceeding Target,2.46,2.61,31,3,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,7,30,8,0,0,0,0,0,0,0,8,28,2,0,0,2,0,0,0,0,0,28,2,0,0,2,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,47,5,0,0,3,0,0,0,0,0,47,3,0,0,2,0,0,0,0,0
THE BRONX SCHOOL OF YOUNG LEADERS,10X331,10,40.85135,-73.91071,BRONX,10453,6,8,0.894,NA,0.18,0.01,0.24,0.74,0.98,0.01,0.94,0.2,0.85,Meeting Target,0.86,Exceeding Target,0.85,Meeting Target,0.81,Meeting Target,0.84,Meeting Target,0.9,Meeting Target,Meeting Target,2.2,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,0,0,3,0,0,0,0,3,112,6,0,0,3,0,0,0,1,4,121,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,110,2,0,0,2,0,0,0,0,2,112,3,0,0,3,0,0,0,0,3
P.S. 340,10X340,10,40.86943,-73.89716,BRONX,10468,0K,5,0.909,33837.87,0.23,0.03,0.09,0.85,0.94,0.02,0.92,0.3,0.9,Meeting Target,0.95,Exceeding Target,0.93,Meeting Target,0.86,Meeting Target,0.83,Approaching Target,0.97,Exceeding Target,Meeting Target,2.29,2.52,105,5,0,0,2,0,0,0,0,3,105,11,0,0,6,0,0,0,0,9,88,2,0,0,1,0,0,0,0,1,92,7,0,1,6,0,0,0,0,5,83,2,0,0,1,1,0,0,0,2,87,7,0,0,5,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTERNATIONAL SCHOOL FOR LIBERAL ARTS,10X342,10,40.87029,-73.89702,BRONX,10468,6,12,0.857,NA,0.61,0,0,0.99,1,0,0.97,0.08,0.91,Meeting Target,0.93,Exceeding Target,0.87,Meeting Target,0.88,Meeting Target,0.82,Meeting Target,0.92,Meeting Target,Meeting Target,2.15,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,55,2,0,0,2,0,0,0,0,2,57,0,0,0,0,0,0,0,0,0,44,1,0,0,1,0,0,0,0,1,50,1,0,0,1,0,0,0,0,1
AMPARK NEIGHBORHOOD,10X344,10,40.88302,-73.89167,BRONX,10463,0K,5,0.421,54446.9,0.03,0.05,0.13,0.6,0.73,0.2,0.94,0.11,0.95,Meeting Target,0.95,Meeting Target,0.94,Meeting Target,0.91,Exceeding Target,0.91,Exceeding Target,0.96,Exceeding Target,Approaching Target,2.74,2.95,71,8,0,1,2,2,3,0,0,1,71,28,0,2,14,3,9,0,0,11,73,11,0,3,5,0,0,0,0,5,74,10,0,0,4,0,3,0,0,3,44,6,0,0,0,0,3,0,0,1,45,9,0,1,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 360,10X360,10,40.87472,-73.90221,BRONX,10463,0K,5,0.794,39138.83,0.14,0.02,0.11,0.84,0.95,0.03,0.91,0.31,0.88,Approaching Target,0.82,Meeting Target,0.9,Meeting Target,0.67,Not Meeting Target,0.79,Approaching Target,0.86,Approaching Target,Approaching Target,2.22,2.13,60,3,0,0,2,0,0,0,0,0,60,3,0,0,1,0,0,0,0,0,67,4,0,0,4,0,0,0,0,3,69,1,0,0,1,0,0,0,0,1,57,2,0,0,1,0,0,0,0,2,59,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,10X363,10,40.85951,-73.90048,BRONX,10468,6,8,0.886,NA,0.32,0.02,0.12,0.85,0.96,0.01,0.92,0.27,0.92,Meeting Target,0.91,Meeting Target,0.87,Meeting Target,0.9,Meeting Target,0.8,Meeting Target,0.93,Meeting Target,Meeting Target,2.24,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1,0,0,1,0,0,0,0,1,145,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,139,9,0,0,9,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0
IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),10X368,10,40.87956,-73.90967,BRONX,10463,6,12,0.749,NA,0.15,0.04,0.1,0.82,0.91,0.04,0.94,0.22,0.77,Approaching Target,0.73,Approaching Target,0.81,Meeting Target,0.64,Not Meeting Target,0.71,Approaching Target,0.84,Approaching Target,Meeting Target,2.37,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,15,0,1,12,0,0,0,0,14,128,19,0,2,15,0,0,0,0,17,157,13,1,1,6,4,1,0,0,9,164,6,0,0,3,3,0,0,0,4,143,8,0,1,6,0,0,0,0,8,125,0,0,0,0,0,0,0,0,0
"ELEMENTARY SCHOOL FOR MATH SCIENCE, AND TECHNOLOGY",10X382,10,40.85521,-73.90326,BRONX,10453,PK,5,0.918,23846.2,0.3,0,0.24,0.75,0.99,0,0.94,0.2,0.91,Meeting Target,0.89,Meeting Target,0.9,Meeting Target,0.85,Meeting Target,0.78,Not Meeting Target,0.93,Meeting Target,Approaching Target,2.23,2.3,35,2,0,0,2,0,0,0,0,0,37,3,0,0,3,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,49,2,0,1,1,0,0,0,0,0,53,3,0,0,3,0,0,0,0,0,54,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,10X386,10,40.85521,-73.90326,BRONX,10453,PK,5,0.931,23981.38,0.29,0.01,0.15,0.83,0.98,0.01,0.93,0.23,0.83,Approaching Target,0.83,Meeting Target,0.89,Meeting Target,0.72,Approaching Target,0.83,Approaching Target,0.86,Approaching Target,Approaching Target,2.23,2.25,67,3,0,0,2,0,0,0,0,3,70,3,0,0,2,0,0,0,0,3,80,2,0,0,2,0,0,0,0,2,81,2,0,0,2,0,0,0,0,2,66,1,0,0,1,0,0,0,0,1,68,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S. 390,10X390,10,40.85437,-73.91302,BRONX,10453,5,8,0.911,NA,0.26,0.01,0.13,0.85,0.98,0.01,0.93,0.24,0.84,Meeting Target,0.84,Approaching Target,0.82,Meeting Target,0.8,Meeting Target,0.77,Meeting Target,0.86,Approaching Target,Approaching Target,2.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,181,4,0,0,4,0,0,0,0,4,133,2,0,0,2,0,0,0,0,2,137,0,0,0,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,1,104,2,0,0,2,0,0,0,0,2
THE ANGELO PATRI MIDDLE SCHOOL,10X391,10,40.85466,-73.89704,BRONX,10457,6,8,0.911,NA,0.36,0.01,0.25,0.72,0.97,0.01,0.9,0.35,0.86,Approaching Target,0.84,Approaching Target,0.82,Approaching Target,0.78,Approaching Target,0.8,Meeting Target,0.88,Meeting Target,Meeting Target,2.09,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,0,0,2,0,0,0,1,2,171,2,0,0,2,0,0,0,1,2,160,3,0,0,3,0,0,0,0,3,168,7,0,0,6,0,0,0,0,6,133,3,0,1,2,0,0,0,0,2,139,6,0,3,3,0,0,0,0,5
P.S. 396,10X396,10,40.85437,-73.91302,BRONX,10453,PK,4,0.893,28539.68,0.18,0,0.22,0.76,0.98,0.02,0.93,0.23,0.86,Meeting Target,0.87,Exceeding Target,0.87,Meeting Target,0.81,Meeting Target,0.87,Meeting Target,0.9,Meeting Target,Meeting Target,2.3,2.38,52,1,0,0,1,0,0,0,0,0,55,3,0,0,1,0,0,0,0,2,54,2,0,0,2,0,0,0,0,2,54,2,0,0,1,0,0,0,0,2,47,3,0,0,2,0,0,0,0,2,48,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRESTON ACADEMY,10X447,10,40.85521,-73.90326,BRONX,10453,6,8,0.898,NA,0.31,0.03,0.12,0.84,0.96,0.01,0.92,0.26,0.91,Meeting Target,0.93,Exceeding Target,0.86,Meeting Target,0.9,Exceeding Target,0.87,Exceeding Target,0.93,Exceeding Target,Exceeding Target,2.3,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,4,0,0,3,0,0,0,0,4,143,13,0,0,12,0,0,0,0,11,155,9,0,1,7,1,0,0,0,8,162,9,0,0,9,0,0,0,0,8,154,6,0,0,6,0,0,0,0,5,161,19,0,0,18,0,0,0,0,16
EAST FORDHAM ACADEMY FOR THE ARTS,10X459,10,40.85951,-73.90048,BRONX,10468,6,8,0.881,NA,0.26,0.02,0.12,0.84,0.97,0.01,0.92,0.27,0.77,Approaching Target,0.78,Approaching Target,0.83,Meeting Target,0.71,Not Meeting Target,0.78,Approaching Target,0.83,Approaching Target,Approaching Target,2.14,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,1,0,0,0,0,1,83,0,0,0,0,0,0,0,0,0,104,1,0,0,1,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,120,4,0,0,3,0,0,0,0,4,124,1,0,0,0,0,0,0,1,1
P.S. 016 WAKEFIELD,11X016,11,40.90237,-73.85455,BRONX,10470,PK,5,0.772,45746.42,0.04,0.04,0.58,0.28,0.86,0.02,0.9,0.37,0.9,Meeting Target,0.87,Meeting Target,0.9,Meeting Target,0.81,Meeting Target,0.85,Approaching Target,0.88,Meeting Target,Approaching Target,2.25,2.37,72,1,1,0,0,0,0,0,0,0,72,4,2,1,0,0,0,0,0,0,66,7,0,5,2,0,0,0,0,0,69,6,0,3,1,0,0,0,0,0,81,2,0,1,1,0,0,0,0,2,81,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 019 JUDITH K. WEISS,11X019,11,40.89932,-73.86722,BRONX,10470,0K,8,0.35,62840.53,0.08,0.04,0.08,0.28,0.36,0.59,0.95,0.09,0.96,Meeting Target,0.96,Exceeding Target,0.89,Meeting Target,0.94,Exceeding Target,0.83,Meeting Target,0.95,Exceeding Target,Approaching Target,2.81,2.98,56,5,0,0,1,0,3,0,0,3,56,7,0,0,2,0,4,0,0,4,54,7,0,0,1,0,6,0,0,4,52,7,0,0,4,0,3,0,0,3,60,4,0,0,0,0,3,0,0,2,61,11,0,0,1,0,8,0,0,5,47,9,0,0,0,0,5,0,0,5,47,11,0,0,0,0,10,0,0,6,58,13,0,0,0,0,9,0,0,5,59,19,0,0,2,0,12,0,0,9,49,14,0,0,5,0,8,0,0,9,49,7,0,0,2,0,5,0,0,3
P.S. 021 PHILIP H. SHERIDAN,11X021,11,40.88794,-73.85941,BRONX,10466,0K,5,0.783,36662.41,0.07,0.01,0.7,0.24,0.94,0.01,0.9,0.39,0.88,Approaching Target,0.91,Approaching Target,0.86,Approaching Target,0.76,Approaching Target,0.79,Approaching Target,0.93,Meeting Target,Approaching Target,2.23,2.31,106,0,0,0,0,0,0,0,0,0,104,1,0,1,0,0,0,0,0,1,106,4,0,2,1,0,0,0,0,3,105,9,0,5,2,0,0,0,0,6,102,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 041 GUN HILL ROAD,11X041,11,40.87468,-73.86788,BRONX,10467,0K,5,0.833,35475.19,0.09,0.01,0.53,0.43,0.96,0.02,0.9,0.39,0.97,Meeting Target,0.95,Meeting Target,0.94,Meeting Target,0.92,Exceeding Target,0.87,Meeting Target,0.96,Exceeding Target,Exceeding Target,2.42,2.57,170,4,0,3,1,0,0,0,0,0,170,17,0,9,8,0,0,0,0,0,158,17,0,11,4,0,0,0,0,14,159,23,0,15,8,0,0,0,0,20,158,9,0,4,4,0,0,0,0,9,161,9,0,5,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 068 BRONX,11X068,11,40.89148,-73.83874,BRONX,10466,PK,5,0.617,58477.18,0.01,0.02,0.77,0.19,0.95,0.01,0.93,0.23,0.87,Exceeding Target,0.81,Approaching Target,0.87,Meeting Target,0.7,Approaching Target,0.82,Approaching Target,0.8,Not Meeting Target,Meeting Target,2.34,2.45,114,1,0,1,0,0,0,0,0,0,116,3,0,2,0,0,0,0,0,1,123,10,0,9,1,0,0,0,0,7,123,10,0,8,1,0,0,0,0,3,131,6,0,4,1,0,0,0,0,3,131,10,0,7,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 076 THE BENNINGTON SCHOOL,11X076,11,40.86916,-73.86091,BRONX,10469,0K,5,0.716,40759.79,0.13,0.03,0.45,0.42,0.87,0.08,0.93,0.25,0.88,Meeting Target,0.79,Approaching Target,0.88,Meeting Target,0.67,Approaching Target,0.83,Approaching Target,0.85,Meeting Target,Approaching Target,2.25,2.36,160,2,0,0,1,0,1,0,0,2,159,9,0,4,4,0,1,0,0,6,177,7,0,4,3,0,0,0,0,6,180,8,0,4,3,1,0,0,1,4,177,5,0,2,1,1,1,0,0,3,179,7,0,2,1,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 078 ANNE HUTCHINSON,11X078,11,40.87846,-73.85058,BRONX,10469,0K,5,0.759,50205.02,0.04,0.01,0.72,0.22,0.94,0.04,0.91,0.34,0.89,Approaching Target,0.9,Meeting Target,0.91,Approaching Target,0.77,Meeting Target,0.8,Approaching Target,0.89,Approaching Target,Approaching Target,2.21,2.3,129,1,0,1,0,0,0,0,0,1,131,6,0,4,0,0,0,0,1,5,121,10,0,7,2,0,0,0,0,9,124,13,0,10,1,0,0,0,0,11,103,3,0,3,0,0,0,0,0,2,102,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
